"Cell1","Cell2","Cell3","Cell4","Cell5","Cell6","Cell7","Cell8","Cell9","Cell10","Cell11","Cell12","Cell13","Cell14","Cell15","Cell16","Cell17","Cell18","Cell19","Cell20","Cell21","Cell22","Cell23","Cell24","Cell25","Cell26","Cell27","Cell28","Cell29","Cell30","Cell31","Cell32","Cell33","Cell34","Cell35","Cell36","Cell37","Cell38","Cell39","Cell40","Cell41","Cell42","Cell43","Cell44","Cell45","Cell46","Cell47","Cell48","Cell49","Cell50","Cell51","Cell52","Cell53","Cell54","Cell55","Cell56","Cell57","Cell58","Cell59","Cell60","Cell61","Cell62","Cell63","Cell64","Cell65","Cell66","Cell67","Cell68","Cell69","Cell70","Cell71","Cell72","Cell73","Cell74","Cell75","Cell76","Cell77","Cell78","Cell79","Cell80","Cell81","Cell82","Cell83","Cell84","Cell85","Cell86","Cell87","Cell88","Cell89","Cell90","Cell91","Cell92","Cell93","Cell94","Cell95","Cell96","Cell97","Cell98","Cell99","Cell100","Cell101","Cell102","Cell103","Cell104","Cell105","Cell106","Cell107","Cell108","Cell109","Cell110","Cell111","Cell112","Cell113","Cell114","Cell115","Cell116","Cell117","Cell118","Cell119","Cell120","Cell121","Cell122","Cell123","Cell124","Cell125","Cell126","Cell127","Cell128","Cell129","Cell130","Cell131","Cell132","Cell133","Cell134","Cell135","Cell136","Cell137","Cell138","Cell139","Cell140","Cell141","Cell142","Cell143","Cell144","Cell145","Cell146","Cell147","Cell148","Cell149","Cell150","Cell151","Cell152","Cell153","Cell154","Cell155","Cell156","Cell157","Cell158","Cell159","Cell160","Cell161","Cell162","Cell163","Cell164","Cell165","Cell166","Cell167","Cell168","Cell169","Cell170","Cell171","Cell172","Cell173","Cell174","Cell175","Cell176","Cell177","Cell178","Cell179","Cell180","Cell181","Cell182","Cell183","Cell184","Cell185","Cell186","Cell187","Cell188","Cell189","Cell190","Cell191","Cell192","Cell193","Cell194","Cell195","Cell196","Cell197","Cell198","Cell199","Cell200"
"Gene11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.735594063511,51.0316906799122,0,0,0,0,0,0,0,0,0,0,0,217.314989719329,0,0,0,0,0,0,219.94457396736,0,0,0,0,203.745521843218,0,0,0,0,0,0,0,0,0,211.682025373619,213.855139874627,0,0,0,0,163.435412367975,0,95.2355037958151,0,0,187.401906814402,0,0,21.100162471251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.996724085174,0,0,0,0,0,0,0,149.309443822322,0,0,21.9702961595922,0,0,0,0,192.830972939387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.19157862907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.8748183597156,0,0,0,0,0,0,0,62.4629126456167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.9151881858271,0,0,0,0,0,0,0,0,0,0,106.855546566121,0,0,77.9656171628312,0,0,0,0,0,0,0,173.307221711929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene12",0,0,0,432.745396484317,299.429722483089,0,0,439.538972455558,0,470.231323473644,0,0,0,343.448715747124,0,0,0,537.897310513447,414.559323439184,0,0,0,0,0,0,271.670580016688,0,604.732028120039,0,0,428.767436542419,0,498.541765336391,0,0,0,0,0,329.91686095104,0,0,0,0,0,517.852275824475,0,260.29804125724,284.085528683169,0,0,311.180262280507,0,403.27398733421,0,0,601.256309235613,0,0,0,418.803244192935,0,530.597806862398,427.952179795135,191.339496059602,0,0,330.107086738938,0,0,0,266.779655697315,384.305687724178,578.803285099726,0,0,0,0,0,494.29210309521,0,0,0,0,427.736324319186,0,0,0,0,0,0,0,0,0,0,388.16784775858,0,0,0,298.730395817774,0,0,440.196201735631,576.222126929674,0,0,499.731394375523,0,0,0,0,0,812.058072055299,439.39144285165,258.436092446282,0,680.362103830817,0,0,0,0,0,705.463006510062,624.836232439078,502.995783711813,0,696.704690798299,649.502949825897,243.051335914307,0,0,0,0,154.07370886232,0,0,0,0,0,0,0,0,0,0,0,0,522.75433450469,0,268.376323244372,609.430943856174,462.437043217758,0,0,0,0,0,0,409.539869910865,0,0,358.937544867193,557.552463314234,374.326931382994,0,0,0,570.962479608483,0,414.55244917587,0,499.257682656051,0,0,0,298.868199124186,0,562.008242787561,0,0,0,0,0,0,0,0,0,0,0,842.835106467567,0,136.218572429361,472.30571060541,395.018998532787,0,0,0,284.828153680613,0,821.75598983077,650.686738300828,481.51137924686
"Gene13",0,468.14793474738,0,0,0,135.650443878397,0,0,0,0,0,0,319.041457664971,0,0,360.469748999222,255.080350310348,0,0,0,0,0,0,0,275.190823110236,0,0,0,119.440064975395,0,171.506974616968,0,0,69.7706870086981,0,0,0,0,0,0,0,295.290122545401,0,0,0,155.228884990919,0,0,156.945394213199,0,0,401.957533186619,0,0,0,0,0,0,0,0,0,0,0,275.050525585678,0,0,0,0,287.769784172662,0,0,0,0,0,0,0,0,0,0,0,447.890282325323,0,0,0,323.991576219018,0,219.283819046993,0,400.476242017534,0,0,0,0,0,0,0,0,0,128.027312493332,0,0,314.425858382593,0,0,0,0,0,0,0,0,329.323673172254,0,0,0,0,170.090525957704,0,0,0,381.09756097561,0,0,322.496119968557,0,0,0,0,0,0,0,340.382078883547,391.048543344176,0,0,0,163.214972253455,0,0,311.211390336886,0,0,0,0,327.370819474635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.191980309712,0,0,0,0,0,0,310.825882654087,0,0,0,0,422.081919065792,0,0,0,0,0,0,0,0,0,0,0,0,483.850030093112,0,0,0,0,0,0,0,0,0,0,237.356794733844,317.093188092218,0,0,439.025081078019
"Gene14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2999185004075,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4330753414353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3411515444374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.933721553904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2038301767232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4414638210212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.31505519835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene15",0,1026.32431848464,0,328.289611126033,0,0,0,976.753272123462,556.269541365354,0,696.549257327886,484.443965981268,620.35838990411,686.897431494247,594.929663960696,0,0,0,0,0,0,0,0,974.001648310482,593.832828816824,970.252071488173,620.491739703715,831.506538665054,0,0,0,0,0,0,434.462936969454,0,729.908946951702,415.989857771087,747.811551489025,0,0,787.440326787736,571.346950435652,764.045706912067,708.639956391387,620.915539963676,0,757.561409821784,0,0,0,0,0,790.279561394843,761.85893580336,0,0,0,386.548125241593,0,339.705965614207,639.438382629044,745.465087385074,0,0,0,0,0,0,0,0,567.308396164263,907.313257723895,0,485.364396654719,0,666.797840012243,1058.12641083521,682.59385665529,0,0,0,0,0,0,739.904922217495,657.851457140978,0,0,0,597.120552004777,0,582.306830907055,0,716.617565092762,0,345.173326320288,0,0,0,0,0,482.418524871355,679.71405133013,0,0,0,0,443.67644311601,0,0,0,645.356181688362,0,860.30139225442,0,580.710978576473,0,0,929.878048780488,0,841.60499022253,524.056194948904,532.583770988978,0,0,613.419452613347,381.937813579625,0,573.563150773575,0,355.498675767433,0,0,0,0,0,317.788194168587,0,0,0,603.097611990094,484.087573003529,707.120970065212,459.087226573049,508.233380768449,444.934861536271,0,502.780528681344,432.278105616599,472.849009854173,523.736485728181,428.569073796298,0,0,0,0,620.20748759585,0,0,0,0,0,297.480710235196,439.267483603205,0,0,480.880841044009,676.779848467341,170.798680908649,473.217420507106,0,270.909714822374,610.730667775511,0,0,0,0,0,0,0,571.913831649365,0,373.452041288858,0,404.177923376375,0,0,0,0,0,0,0,0,0,696.246597885942,0,0,0,495.673478636473
"Gene16",336.272058716026,0,353.592362404972,193.989315665383,0,0,0,0,0,0,0,0,478.562186497456,0,0,0,0,0,0,0,0,462.199762737455,657.177422968351,0,506.930463624118,0,0,0,0,393.385872202043,543.105419620398,317.614215743635,0,0,233.941581445091,0,210.312747426762,0,0,409.932068400094,0,0,0,169.787934869348,0,0,0,0,0,273.381732025151,0,311.51708821963,0,0,200.489193632463,0,0,415.299638689314,150.324270927286,388.15910437394,0,0,0,0,0,681.693563923591,0,0,0,384.957455563963,0,0,140.789988267501,0,0,366.295574364543,317.002251809099,0,0,0,0,0,0,0,0,0,0,0,497.889381967745,276.502792678206,464.427096003715,285.975749256463,0,495.453485660993,318.496695596783,0,0,0,0,0,0,0,0,0,0,437.264970078583,0,0,0,0,0,0,205.964738836711,0,544.857548427799,0,0,234.692201178155,0,0,0,420.802495111265,0,0,0,0,0,0,321.160459794725,0,510.57311832532,0,0,0,0,0,0,0,0,269.323996768112,0,0,0,379.750150590577,0,333.981935933552,284.758311383213,0,0,140.741708805404,0,324.217824498398,329.668518304844,254.707184701895,0,0,0,0,387.845266601464,0,213.530730630983,0,0,0,0,448.613376835237,0,0,0,0,0,0,469.576839025447,0,0,0,339.626719360267,0,0,402.479272317476,358.61268122748,0,0,0,0,510.54053479121,0,0,0,0,257.62129669386,244.535570520296,0,214.773337424254,0,0,0,166.919185434375,175.861280621845,269.079888402657
"Gene17",0,234.07396737369,0,343.211866177217,0,286.373159298838,379.43464238285,0,249.362208198262,0,0,0,0,269.85256237274,0,0,459.144630558626,0,0,0,0,169.473246337067,0,449.539222297145,0,0,248.196695881486,0,0,0,0,0,0,0,0,0,346.39746634996,356.56273523236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.337913729239,0,0,0,0,0,0,0,0,0,358.927634666888,0,0,0,0,0,388.489208633093,0,282.472576620686,0,0,278.77931829164,0,0,0,0,0,0,0,0,389.784527113412,205.947119116645,0,0,0,321.529310319629,357.181513150774,0,0,0,0,349.731872231289,218.966478222788,0,0,0,0,0,0,0,0,0,0,287.345551765926,452.847277255745,488.156112324721,0,435.648493900921,381.322147883662,0,0,332.274976002363,229.413704601179,0,0,0,0,0,0,0,0,0,0,405.544521509457,0,0,0,0,0,0,0,202.812330989724,0,0,0,0,0,341.143729239609,0,0,0,0,0,0,462.732255997722,0,0,231.218521608879,0,598.555983689349,461.535925626782,0,0,0,0,0,0,0,557.552463314234,0,0,148.740355117598,287.795937533134,0,0,0,0,643.779643424908,335.831717779236,0,270.909714822374,0,0,405.894842013238,0,422.915514492989,462.572447008245,0,256.151915162486,415.937332108629,0,0,0,0,0,0,0,447.575309410757,0,0,325.122399020808,582.956201580118,0,0,0,0,0,637.294472532608
"Gene18",0,0,0,0,136.104419310495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.319630807415,0,0,0,0,0,0,0,0,0,160.827395091053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.783013274648,0,0,0,0,165.171861321705,0,0,0,0,0,0,179.380777555877,105.413572583101,0,0,0,0,0,0,0,0,0,0,0,0,0,70.61315758503,0,0,0,0,0,0,0,0,175.379623810707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.162525686531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.557955470079,270.228536133416,311.957324238044,0,381.937813579625,0,0,0,0,0,0,0,108.809981502303,0,0,0,269.323996768112,0,0,78.0786408070208,0,297.056440723738,0,0,0,0,0,0,0,164.834259152422,0,0,0,0,0,0,0,71.1769102103278,0,109.669164686529,148.740355117598,0,203.915171288744,0,0,0,0,0,334.148185927085,0,0,0,0,216.126094138352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene19",0,432.136555151428,0,268.6005909213,0,0,158.097767659521,0,326.089041490035,379.218809252939,508.292701293323,0,0,0,0,0,306.096420372417,423.797881010595,0,0,0,0,0,0,275.190823110236,0,0,0,0,0,357.306197118683,0,0,0,0,0,0,495.226021156056,0,0,0,0,0,407.491043686436,272.553829381303,139.705996491827,0,284.085528683169,0,0,0,0,0,0,0,0,0,0,0,224.723692005965,0,0,0,239.174370074503,0,0,0,232.101787183761,0,371.683060544516,156.929209233715,0,0,0,0,0,0,0,0,0,0,0,0,332.683807803812,0,0,0,467.678996828552,205.649962117112,368.670390237608,0,0,0,0,0,0,180.805075691579,293.290547418181,320.06828123333,229.867443107808,0,0,0,93.7536622524317,0,174.905988031433,0,0,0,0,537.317572017888,0,0,0,544.857548427799,0,0,269.896031354878,0,0,0,235.154335503354,0,0,0,0,162.375737456474,0,0,0,0,497.698146074406,0,0,406.874237110805,598.454898262667,0,0,0,0,0,487.610835226033,421.624660357912,0,0,0,0,0,518.016302277748,0,0,0,0,0,259.488244054335,0,0,0,0,0,308.433277578087,0,365.56388228843,576.368876080692,0,142.740619902121,0,0,462.191116026477,0,488.48249858798,0,307.031010132023,298.868199124186,0,234.170101161484,0,0,0,362.231345085728,461.073447292474,0,0,0,0,425.450445659342,0,0,277.186306996434,0,429.3688278231,507.881569542154,0,0,292.115423694371,269.004367365023,559.576214280385,0,193.44740868403,0
"Gene20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
