"Cell1","Cell2","Cell3","Cell4","Cell5","Cell6","Cell7","Cell8","Cell9","Cell10","Cell11","Cell12","Cell13","Cell14","Cell15","Cell16","Cell17","Cell18","Cell19","Cell20","Cell21","Cell22","Cell23","Cell24","Cell25","Cell26","Cell27","Cell28","Cell29","Cell30","Cell31","Cell32","Cell33","Cell34","Cell35","Cell36","Cell37","Cell38","Cell39","Cell40","Cell41","Cell42","Cell43","Cell44","Cell45","Cell46","Cell47","Cell48","Cell49","Cell50","Cell51","Cell52","Cell53","Cell54","Cell55","Cell56","Cell57","Cell58","Cell59","Cell60","Cell61","Cell62","Cell63","Cell64","Cell65","Cell66","Cell67","Cell68","Cell69","Cell70","Cell71","Cell72","Cell73","Cell74","Cell75","Cell76","Cell77","Cell78","Cell79","Cell80","Cell81","Cell82","Cell83","Cell84","Cell85","Cell86","Cell87","Cell88","Cell89","Cell90","Cell91","Cell92","Cell93","Cell94","Cell95","Cell96","Cell97","Cell98","Cell99","Cell100","Cell101","Cell102","Cell103","Cell104","Cell105","Cell106","Cell107","Cell108","Cell109","Cell110","Cell111","Cell112","Cell113","Cell114","Cell115","Cell116","Cell117","Cell118","Cell119","Cell120","Cell121","Cell122","Cell123","Cell124","Cell125","Cell126","Cell127","Cell128","Cell129","Cell130","Cell131","Cell132","Cell133","Cell134","Cell135","Cell136","Cell137","Cell138","Cell139","Cell140","Cell141","Cell142","Cell143","Cell144","Cell145","Cell146","Cell147","Cell148","Cell149","Cell150","Cell151","Cell152","Cell153","Cell154","Cell155","Cell156","Cell157","Cell158","Cell159","Cell160","Cell161","Cell162","Cell163","Cell164","Cell165","Cell166","Cell167","Cell168","Cell169","Cell170","Cell171","Cell172","Cell173","Cell174","Cell175","Cell176","Cell177","Cell178","Cell179","Cell180","Cell181","Cell182","Cell183","Cell184","Cell185","Cell186","Cell187","Cell188","Cell189","Cell190","Cell191","Cell192","Cell193","Cell194","Cell195","Cell196","Cell197","Cell198","Cell199","Cell200"
"Gene11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene12",0,0,0,724.960044815712,0,0,0,0,0,0,659.331602587877,0,707.039957577603,0,0,0,0,0,0,0,0,0,0,0,0,0,958.842152872004,649.290418328541,0,0,587.686686341395,984.997726928322,0,0,0,0,0,0,0,0,0,0,0,613.229402305742,0,905.529272619752,0,921.85135581723,0,0,619.15244909191,0,0,872.350770814861,0,680.371936658707,0,0,0,0,0,0,0,625.252859612343,0,0,0,0,0,0,0,0,1113.82427280127,0,816.680278004633,976.249919979515,0,0,0,0,0,0,0,0,0,0,0,0,670.260403297111,0,0,429.599398560842,0,0,0,0,0,0,0,0,0,0,937.600582152003,0,0,0,0,0,0,1035.64968784643,915.605095541401,0,0,0,1223.55485367138,0,1024.10049839558,0,0,0,0,1007.44484666348,989.837666622674,0,0,0,0,963.198546115402,0,0,0,0,0,0,1357.6196402308,0,603.500301750151,0,1620.2203499676,0,0,0,1045.70753921403,946.6786333403,1026.7169609178,0,0,0,0,0,0,0,0,0,0,0,0,983.738205179683,674.48301594363,0,0,0,0,0,1685.3097169671,0,0,1047.75559722069,1137.33955388436,0,702.436915761604,584.599966594288,0,944.4892202297,0,0,0,0,0,0,0,0,1009.45592385818,0,0,0,0,0,1229.88263405721,0,0,0,0,0,944.318909986173,0,872.326795425736,0,0,0
"Gene13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.1081975897232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.974748141305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291.795086900224,0,0,0,0,0,0,0,0,0,0,0,65.0124607216383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.102455683851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.143765424353,0,0
"Gene14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene15",0,198.174155447808,0,0,0,0,0,0,0,0,309.061688713067,0,196.399988216001,0,0,0,0,0,0,0,0,0,0,0,320.307495195388,0,0,0,0,0,498.25610363727,0,0,0,0,0,0,526.249315875889,0,0,0,0,349.672579312099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.394790029194,0,0,0,0,0,0,0,0,0,478.90113956703,0,584.170406782076,0,0,0,0,0,0,0,0,429.599398560842,0,0,0,0,0,0,0,377.29825427,0,0,265.886732252061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.161885602953,0,0,0,0,807.577771421842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.159141128942,0,0,283.326250177079,397.423025435074,0,0,0,0,0,0,0,0,341.296928327645,0,0,0,0,0,0,0,390.07476432983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339.681870358657,0,0,0,0,0,202.354052139894,0,0,0,0,0
"Gene16",0,0,0,0,971.717894952181,1210.04473086702,0,0,0,1000.42875518079,865.372728396588,1489.15745686366,0,0,0,0,0,1012.19162147055,0,0,0,0,0,1081.65331860444,1114.11302676657,0,1157.84712799638,1417.83826043171,0,0,0,0,1172.73289409156,0,0,0,0,0,0,958.221540820238,0,0,1292.72892957806,0,0,0,0,921.85135581723,1085.5838890489,0,0,0,0,1158.36741698367,0,1520.83138782534,1137.30728959815,0,1459.29479578993,0,0,1380.76416337286,1615.64205285458,1360.84445915628,0,1323.30942426451,1783.97118718234,0,1241.88634256193,1459.69217124591,1190.20884796766,1075.16528660376,0,0,0,0,1090.19550839451,0,0,1438.76826488284,1164.60049849255,0,0,1182.41128437687,0,0,0,0,0,0,0,0,1332.33560256246,0,0,1148.57976176649,1437.21095695482,0,0,0,0,0,0,0,0,1555.7130094575,0,0,0,1166.92922574246,1645.43524416136,0,729.253482557447,840.674001242735,0,0,0,0,0,0,0,0,912.850292552021,0,0,1127.24397260965,0,0,0,0,0,0,0,1453.92186101998,0,0,0,0,0,0,909.918107370337,0,0,0,0,1861.31317543826,0,0,0,0,921.082358665995,0,0,911.859646563201,0,0,914.721295855169,0,1176.75760228463,1242.03564803613,0,0,0,1318.57519592913,875.700147051534,0,1228.14622164427,0,0,0,0,0,0,1297.09852911545,0,0,0,0,1282.86347798543,1028.77130413909,829.40315498455,1185.40544884674,0,1510.17998599651,1202.68965140223,0,0,0,0,0,1124.95982286347,0,1071.59805887666,0,0,0,1376.64072403124,920.232567867152,0,973.860351517213
"Gene17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.1169691349848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gene18",0,1889.26028193577,0,0,0,1889.84514146647,1065.71294389654,0,0,0,0,898.417308686342,0,1554.0651071487,1480.11930658653,1628.2690357505,0,1827.98785370054,0,1181.90798758115,0,1362.05347113008,2032.99379513352,1933.16763325048,0,0,1230.21257349616,1497.3432096148,0,0,0,1995.25180582917,0,0,0,0,1967.2537447527,0,0,1948.38379966782,1197.29920703462,0,1070.21001547036,0,1687.03673791705,0,1120.83242718771,0,0,0,1141.99229499174,0,0,0,0,0,0,1335.02695976773,2006.53034421116,1463.0102248159,0,2034.25559947299,0,993.04865938431,0,0,0,0,0,0,0,1299.8266897747,0,0,0,0,0,0,0,0,0,0,812.139346014106,1669.28651912029,0,1398.84904825144,0,1193.61956089268,1554.43370126351,1307.27222889915,0,1212.08401736809,0,1470.34553119983,0,1638.98460386904,0,0,0,0,0,0,0,0,0,831.76735159114,0,526.556459323514,1153.96404680767,568.877997549449,0,0,1071.55613763543,657.918783581271,0,0,0,0,614.439324116743,0,1092.96542110849,0,1022.8322555101,0,0,0,0,0,0,0,0,0,488.694246565043,0,0,0,0,366.632576269224,1404.19096997192,623.168613516129,0,0,0,0,691.917951922862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.041175691778,0,687.144820413773,941.790724187499,0,0,0,0,0,1008.62736622179,0,1176.08498660034,0,1560.42304802635,0,0,0,0,0,0,0,0,0,0,0,812.471436551059,0,0,0,0,0,0,0,0,0,613.354778033721,0,614.260543458934,0
"Gene19",0,211.385765810995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.047413793103,0,0,0,0,0,0,0,506.558118498417,0,431.257547007073,0,319.394938229019,0,0,0,0,0,0,0,0,0,0,235.076819746453,0,0,0,0,317.8480017398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664.010624169987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.823983377857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.366696544169,0,0,0,460.829493087558,0,0,0,0,0,0,639.332402375624,0,0,0,0,254.614894971356,326.10024865144,0,0,0,0,0,347.336124886633,0,384.508293446122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.112050017096,0,0,0,301.364751804601,322.606661827567,0,0,0,371.429632656093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455.296617314762,0,0,209.143765424353,0,0
"Gene20",0,0,0,0,0,54.3840328479558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.08536787909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.9852573232226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0122911465335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.261496923826,0,0,0,0,0,0,91.3776088307321,0,0,0,85.1384716428076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.1395038302059,0,0,0,0,0,0,0,0,0,0,0
